,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4
0,81.971685755128,877.02583442243,0.022329347863019,3.0041141844587,210.09469328709
1,74.256344286621,1606.2426570672,0.20267647538697,7.8519706942523,229.15913713796
2,68.772214646196,1170.5953590686,0.18000679872561,9.8843898757082,229.15913713796
3,6.6311222564972,1467.8284891362,0.14682622275619,7.83693599491,202.28209039774
4,55.120493414286,714.056969329,0.44941807132897,9.7694083873902,326.88210228819
5,33.152026472706,1152.4864366352,0.34547970975795,10.107314550688,308.17855767794
6,69.620229917376,1653.7391235248,0.16059277425934,3.530038208861,219.73160142888
7,76.429312456924,466.41911590898,0.75011548477331,6.4592533134706,246.00200703663
8,19.224045546549,165.74592120604,0.81534683008302,7.0308820855129,246.00200703663
9,64.157062540238,564.58611972,0.34438578597759,2.5197649748197,218.19541099087
10,37.59104952677,1178.9290066779,0.6001516992462,1.4017916855944,715.1454469696
11,1.3761108155102,287.15125177917,0.13520042959385,1.4958261937648,190.92031563243
12,42.937250103733,1626.5452740375,0.26598722519729,2.9441402798406,281.88082896832
13,19.746962718361,307.71899591383,0.20469794985118,10.203698180867,146.54121637251
14,50.243077218901,817.729019539,0.41393578018911,4.6692476102201,484.79296938906
15,84.876047609398,999.2312766315,0.68141486203493,2.2835854631351,823.62010751177
16,35.5817820042,438.10514883958,0.52173174487148,5.8736142171938,246.00200703663
17,4.8106339468777,542.91462332359,0.81306162950064,5.5807886604329,456.84183869252
18,97.192196163605,1364.3944997436,0.79141147645411,7.4072589734802,1069.6801245267
19,85.041923399893,739.11160636162,0.80909119518031,5.4258545865034,546.18904963953
